word,Reading,JLPT Level
問い合わせる,といあわせる,N1
当～,とう～,N1
胴,どう,N1
同意,どうい,N1
動員,どういん,N1
同感,どうかん,N1
陶器,とうき,N1
討議,とうぎ,N1
動機,どうき,N1
等級,とうきゅう,N1
同級,どうきゅう,N1
同居,どうきょ,N1
登校,とうこう,N1
統合,とうごう,N1
動向,どうこう,N1
投資,とうし,N1
同情,どうじょう,N1
道場,どうじょう,N1
統制,とうせい,N1
当選,とうせん,N1
逃走,とうそう,N1
統率,とうそつ,N1
到達,とうたつ,N1
統治,とうち,N1
仕切る,しきる,N1
資金,しきん,N1
軸,じく,N1
しくじる,しくじる,N1
仕組,しくみ,N1
死刑,しけい,N1
湿気る,しける,N1
施行,しこう,N1
思考,しこう,N1
志向,しこう,N1
嗜好,しこう,N1
事項,じこう,N1
時刻表,じこくひょう,N1
地獄,じごく,N1
時差,じさ,N1
自在,じざい,N1
視察,しさつ,N1
資産,しさん,N1
支持,しじ,N1
自主,じしゅ,N1
自首,じしゅ,N1
刺繍,ししゅう,N1
市場,しじょう,N1
辞職,じしょく,N1
雫,しずく,N1
システム,システム,N1
沈める,しずめる,N1
施設,しせつ,N1
事前,じぜん,N1
子息,しそく,N1
持続,じぞく,N1
自尊心,じそんしん,N1
慕う,したう,N1
下心,したごころ,N1
下地,したじ,N1
親しむ,したしむ,N1
下調べ,したしらべ,N1
愛想,あいそう,N1
間柄,あいだがら,N1
合間,あいま,N1
敢えて,あえて,N1
仰ぐ,あおぐ,N1
垢,あか,N1
赤字,あかじ,N1
明かす,あかす,N1
赤らむ,あからむ,N1
上がり,あがり,N1
諦め,あきらめ,N1
アクセル,アクセル,N1
あくどい,あくどい,N1
顎,あご,N1
憧れ,あこがれ,N1
麻,あさ,N1
あざ,あざ,N1
浅ましい,あさましい,N1
欺く,あざむく,N1
鮮やか,あざやか,N1
嘲笑う,あざわらう,N1
悪しからず,あしからず,N1
味わい,あじわい,N1
焦る,あせる,N1
あせる ,あせる ,N1
値,あたい,N1
値する,あたいする,N1
悪化,あっか,N1
扱い,あつかい,N1
呆気ない,あっけない,N1
あっさり,あっさり,N1
斡旋,あっせん,N1
圧倒,あっとう,N1
圧迫,あっぱく,N1
あつらえる,あつらえる,N1
圧力,あつりょく,N1
当て,あて,N1
～宛,～あて,N1
当て字,あてじ,N1
跡継ぎ,あとつぎ,N1
後回し,あとまわし,N1
油絵,あぶらえ,N1
アプローチ,アプローチ,N1
あべこべ,あべこべ,N1
甘える,あまえる,N1
雨具,あまぐ,N1
甘口,あまくち,N1
アマチュア,アマチュア,N1
網,あみ,N1
操る,あやつる,N1
危ぶむ,あやぶむ,N1
あやふや,あやふや,N1
過ち,あやまち,N1
誤る,あやまる,N1
歩み,あゆみ,N1
歩む,あゆむ,N1
予め,あらかじめ,N1
荒らす,あらす,N1
争い,あらそい,N1
改まる,あらたまる,N1
荒っぽい,あらっぽい,N1
アラブ,アラブ,N1
霰,あられ,N1
有り様,ありさま,N1
ありのまま,ありのまま,N1
ありふれる,ありふれる,N1
アルカリ,アルカリ,N1
アルミ,アルミ,N1
アワー,アワー,N1
合わす,あわす,N1
～合せ,～あわせ,N1
アンコール,アンコール,N1
暗殺,あんさつ,N1
暗算,あんざん,N1
暗示,あんじ,N1
案じる,あんじる,N1
安静,あんせい,N1
案の定,あんのじょう,N1
いい加減,いいかげん,N1
言い訳,いいわけ,N1
イェス,イェス,N1
家出,いえで,N1
生かす,いかす,N1
いかに,いかに,N1
いかにも,いかにも,N1
異議,いぎ,N1
生き甲斐,いきがい,N1
行き違い,いきちがい,N1
意気込む,いきごむ,N1
育成,いくせい,N1
幾多,いくた,N1
" 生ける, 活ける", いける,N1
異見,いけん,N1
意向,いこう,N1
移行,いこう,N1
いざ,いざ,N1
移住,いじゅう,N1
衣装,いしょう,N1
いじる,いじる,N1
異性,いせい,N1
遺跡,いせき,N1
依存,いぞん,N1
委託,いたく,N1
いたって,いたって,N1
出世,しゅっせ,N1
出題,しゅつだい,N1
出動,しゅつどう,N1
出費,しゅっぴ,N1
出品,しゅっぴん,N1
主導,しゅどう,N1
主任,しゅにん,N1
首脳,しゅのう,N1
守備,しゅび,N1
手法,しゅほう,N1
樹木,じゅもく,N1
樹立,じゅりつ,N1
準急,じゅんきゅう,N1
準じる,じゅんじる,N1
～署,～しょ,N1
～症,～しょう,N1
～証,～しょう,N1
～嬢,～じょう,N1
上位,じょうい,N1
上演,じょうえん,N1
城下,じょうか,N1
消去,しょうきょ,N1
上空,じょうくう,N1
衝撃,しょうげき,N1
証言,しょうげん,N1
証拠,しょうこ,N1
照合,しょうごう,N1
詳細,しょうさい,N1
上昇,じょうしょう,N1
昇進,しょうしん,N1
称する,しょうする,N1
情勢,じょうせい,N1
消息,しょうそく,N1
承諾,しょうだく,N1
情緒,じょうちょ,N1
情緒,じょうしょ,N1
象徴,しょうちょう,N1
小児科,しょうにか,N1
使用人,しようにん,N1
情熱,じょうねつ,N1
譲歩,じょうほ,N1
条約,じょうやく,N1
勝利,しょうり,N1
上陸,じょうりく,N1
蒸溜,じょうりゅう,N1
奨励,しょうれい,N1
ショー,ショー,N1
除外,じょがい,N1
職員,しょくいん,N1
植民地,しょくみんち,N1
職務,しょくむ,N1
諸君,しょくん,N1
助言,じょげん,N1
徐行,じょこう,N1
所在,しょざい,N1
所持,しょじ,N1
所属,しょぞく,N1
処置,しょち,N1
しょっちゅう,しょっちゅう,N1
所定,しょてい,N1
所得,しょとく,N1
処罰,しょばつ,N1
初版,しょはん,N1
書評,しょひょう,N1
処分,しょぶん,N1
庶民,しょみん,N1
庶務,しょむ,N1
所有,しょゆう,N1
調べ,しらべ,N1
自立,じりつ,N1
記す,しるす,N1
指令,しれい,N1
～心,～しん,N1
陣,じん,N1
進化,しんか,N1
人格,じんかく,N1
審議,しんぎ,N1
新婚,しんこん,N1
審査,しんさ,N1
人材,じんざい,N1
紳士,しんし,N1
真実,しんじつ,N1
信者,しんじゃ,N1
真珠,しんじゅ,N1
進出,しんしゅつ,N1
心情,しんじょう,N1
新人,しんじん,N1
神聖,しんせい,N1
親善,しんぜん,N1
真相,しんそう,N1
迅速,じんそく,N1
人体,じんたい,N1
新築,しんちく,N1
心中,しんじゅう,N1
進呈,しんてい,N1
進展,しんてん,N1
神殿,しんでん,N1
進度,しんど,N1
振動,しんどう,N1
新入生,しんにゅうせい,N1
信任,しんにん,N1
神秘,しんぴ,N1
辛抱,しんぼう,N1
人民,じんみん,N1
侵略,しんりゃく,N1
診療,しんりょう,N1
粋,すい,N1
水源,すいげん,N1
推進,すいしん,N1
吹奏,すいそう,N1
推測,すいそく,N1
水田,すいでん,N1
推理,すいり,N1
数詞,すうし,N1
崇拝,すうはい,N1
据え付ける,すえつける,N1
据える,すえる,N1
すがすがしい,すがすがしい,N1
救い,すくい,N1
すくう ,すくう ,N1
健やか,すこやか,N1
濯ぐ,すすぐ,N1
進み,すすみ,N1
裾,すそ,N1
スタジオ,スタジオ,N1
スチーム,スチーム,N1
ストライキ,ストライキ,N1
スト,スト,N1
ストロー,ストロー,N1
ストロボ,ストロボ,N1
すばしこい,すばしこい,N1
素早い,すばやい,N1
ずばり,ずばり,N1
スプリング,スプリング,N1
スペース,スペース,N1
ずぶぬれ,ずぶぬれ,N1
スポーツカー,スポーツカー,N1
澄ます,すます,N1
清ます,すます,N1
済ます,すます,N1
すみやか,すみやか,N1
スラックス,スラックス,N1
ずらっと,ずらっと,N1
ずるずる,ずるずる,N1
ずれ,ずれ,N1
すれちがい,すれちがい,N1
擦れる,すれる,N1
すんなり,すんなり,N1
生育,せいいく,N1
成育,せいいく,N1
成果,せいか,N1
正解,せいかい,N1
正義,せいぎ,N1
生計,せいけい,N1
政権,せいけん,N1
星座,せいざ,N1
制裁,せいさい,N1
政策,せいさく,N1
生死,せいし,N1
静止,せいし,N1
誠実,せいじつ,N1
成熟,せいじゅく,N1
青春,せいしゅん,N1
清純,せいじゅん,N1
聖書,せいしょ,N1
正常,せいじょう,N1
制する,せいする,N1
整然,せいぜん,N1
盛装,せいそう,N1
盛大,せいだい,N1
清濁,せいだく,N1
制定,せいてい,N1
静的,せいてき,N1
製鉄,せいてつ,N1
晴天,せいてん,N1
正当,せいとう,N1
制服,せいふく,N1
征服,せいふく,N1
製法,せいほう,N1
精密,せいみつ,N1
税務署,ぜいむしょ,N1
制約,せいやく,N1
勢力,せいりょく,N1
整列,せいれつ,N1
セール,セール,N1
急かす,せかす,N1
伜,せがれ,N1
責務,せきむ,N1
セクション,セクション,N1
世辞,せじ,N1
世帯,せたい,N1
是正,ぜせい,N1
世代,せだい,N1
切開,せっかい,N1
セックス,セックス,N1
切実,せつじつ,N1
接触,せっしょく,N1
接続詞,せつぞくし,N1
設置,せっち,N1
折衷,せっちゅう,N1
設定,せってい,N1
説得,せっとく,N1
切ない,せつない,N1
絶版,ぜっぱん,N1
設立,せつりつ,N1
攻め,せめ,N1
ゼリー,ゼリー,N1
セレモニー,セレモニー,N1
世論,せろん,N1
先,せん,N1
繊維,せんい,N1
全快,ぜんかい,N1
宣教,せんきょう,N1
宣言,せんげん,N1
戦災,せんさい,N1
専修,せんしゅう,N1
戦術,せんじゅつ,N1
センス,センス,N1
潜水,せんすい,N1
全盛,ぜんせい,N1
先代,せんだい,N1
先だって,せんだって,N1
先着,せんちゃく,N1
前提,ぜんてい,N1
先天的,せんてんてき,N1
前途,ぜんと,N1
戦闘,せんとう,N1
潜入,せんにゅう,N1
船舶,せんぱく,N1
全滅,ぜんめつ,N1
専用,せんよう,N1
占領,せんりょう,N1
善良,ぜんりょう,N1
戦力,せんりょく,N1
前例,ぜんれい,N1
相応,そうおう,N1
総会,そうかい,N1
創刊,そうかん,N1
雑木,ぞうき,N1
早急,そうきゅう,N1
早急,さっきゅう,N1
増強,ぞうきょう,N1
送金,そうきん,N1
走行,そうこう,N1
総合,そうごう,N1
捜索,そうさく,N1
蔵相,ぞうしょう,N1
装飾,そうしょく,N1
増進,ぞうしん,N1
相対,そうたい,N1
壮大,そうだい,N1
騒動,そうどう,N1
遭難,そうなん,N1
相場,そうば,N1
装備,そうび,N1
創立,そうりつ,N1
添える,そえる,N1
ソース,ソース,N1
即座に,そくざに,N1
促進,そくしん,N1
即する,そくする,N1
束縛,そくばく,N1
側面,そくめん,N1
損う,そこなう,N1
そこら,そこら,N1
素材,そざい,N1
阻止,そし,N1
訴訟,そしょう,N1
育ち,そだち,N1
措置,そち,N1
ソックス,ソックス,N1
素っ気無い,そっけない,N1
外方,そっぽ,N1
備え付ける,そなえつける,N1
備わる,そなわる,N1
具わる,そなわる,N1
聳える,そびえる,N1
素朴,そぼく,N1
背く,そむく,N1
染まる,そまる,N1
染める,そめる,N1
そらす,そらす,N1
そり ,そり ,N1
反る,そる,N1
それゆえ,それゆえ,N1
ソロ,ソロ,N1
揃い,そろい,N1
ぞんざい,ぞんざい,N1
損失,そんしつ,N1
存続,そんぞく,N1
ダース,ダース,N1
対応,たいおう,N1
大家,たいか,N1
退化,たいか,N1
大概,たいがい,N1
体格,たいかく,N1
大金,たいきん,N1
待遇,たいぐう,N1
対決,たいけつ,N1
体験,たいけん,N1
対抗,たいこう,N1
退治,たいじ,N1
大衆,たいしゅう,N1
対処,たいしょ,N1
退職,たいしょく,N1
題する,だいする,N1
態勢,たいせい,N1
対談,たいだん,N1
大胆,だいたん,N1
対等,たいとう,N1
台無し,だいなし,N1
滞納,たいのう,N1
対比,たいひ,N1
タイピスト,タイピスト,N1
大部,たいぶ,N1
大便,だいべん,N1
代弁,だいべん,N1
待望,たいぼう,N1
台本,だいほん,N1
タイマー,タイマー,N1
怠慢,たいまん,N1
タイミング,タイミング,N1
タイム,タイム,N1
タイムリー,タイムリー,N1
対面,たいめん,N1
代用,だいよう,N1
体力,たいりょく,N1
タイル,タイル,N1
対話,たいわ,N1
耐える,たえる,N1
堪える,たえる,N1
絶える,たえる,N1
断える,たえる,N1
打開,だかい,N1
焚火,たきび,N1
妥協,だきょう,N1
たくましい,たくましい,N1
巧み,たくみ,N1
丈,たけ,N1
打撃,だげき,N1
妥結,だけつ,N1
駄作,ださく,N1
足し算,たしざん,N1
多数決,たすうけつ,N1
助け,たすけ,N1
携わる,たずさわる,N1
漂う,ただよう,N1
立ち去る,たちさる,N1
立ち寄る,たちよる,N1
抱っこ,だっこ,N1
達者,たっしゃ,N1
脱出,だっしゅつ,N1
脱する,だっする,N1
達成,たっせい,N1
脱退,だったい,N1
だったら,だったら,N1
立て替える,たてかえる,N1
建前,たてまえ,N1
奉る,たてまつる,N1
だと,だと,N1
他動詞,たどうし,N1
辿り着く,たどりつく,N1
辿る,たどる,N1
束ねる,たばねる,N1
だぶだぶ,だぶだぶ,N1
他方,たほう,N1
多忙,たぼう,N1
給う,たまう,N1
魂,たましい,N1
溜まり,たまり,N1
賜る,たまわる,N1
保つ,たもつ,N1
たやすい,たやすい,N1
多様,たよう,N1
だるい,だるい,N1
弛み,たるみ,N1
弛む,たるむ,N1
垂れる,たれる,N1
タレント,タレント,N1
タワー,タワー,N1
単一,たんいつ,N1
短歌,たんか,N1
担架,たんか,N1
短気,たんき,N1
団結,だんけつ,N1
探検,たんけん,N1
断言,だんげん,N1
短縮,たんしゅく,N1
断然,だんぜん,N1
炭素,たんそ,N1
短大,たんだい,N1
単調,たんちょう,N1
単独,たんどく,N1
旦那,だんな,N1
短波,たんぱ,N1
蛋白質,たんぱくしつ,N1
ダンプ,ダンプ,N1
断面,だんめん,N1
弾力,だんりょく,N1
治安,ちあん,N1
チームワーク,チームワーク,N1
チェンジ,チェンジ,N1
違える,ちがえる,N1
畜産,ちくさん,N1
畜生,ちくしょう,N1
蓄積,ちくせき,N1
地形,ちけい,N1
知性,ちせい,N1
乳,ちち,N1
縮まる,ちぢまる,N1
秩序,ちつじょ,N1
窒息,ちっそく,N1
知的,ちてき,N1
着手,ちゃくしゅ,N1
着色,ちゃくしょく,N1
着席,ちゃくせき,N1
着目,ちゃくもく,N1
着陸,ちゃくりく,N1
着工,ちゃっこう,N1
茶の間,ちゃのま,N1
茶の湯,ちゃのゆ,N1
ちやほや,ちやほや,N1
チャンネル,チャンネル,N1
宙返り,ちゅうがえり,N1
中継,ちゅうけい,N1
忠告,ちゅうこく,N1
中傷,ちゅうしょう,N1
中枢,ちゅうすう,N1
抽選,ちゅうせん,N1
中断,ちゅうだん,N1
中毒,ちゅうどく,N1
中腹,ちゅうふく,N1
中立,ちゅうりつ,N1
中和,ちゅうわ,N1
～著,～ちょ,N1
腸,ちょう,N1
蝶,ちょう,N1
超,ちょう,N1
調印,ちょういん,N1
聴覚,ちょうかく,N1
長官,ちょうかん,N1
聴講,ちょうこう,N1
徴収,ちょうしゅう,N1
聴診器,ちょうしんき,N1
調停,ちょうてい,N1
重複,ちょうふく,N1
長編,ちょうへん,N1
重宝,ちょうほう,N1
調理,ちょうり,N1
調和,ちょうわ,N1
ちょくちょく,ちょくちょく,N1
直面,ちょくめん,N1
著書,ちょしょ,N1
貯蓄,ちょちく,N1
直感,ちょっかん,N1
著名,ちょめい,N1
ちらっと,ちらっと,N1
塵,ちり,N1
塵取り,ちりとり,N1
賃金,ちんぎん,N1
沈殿,ちんでん,N1
沈没,ちんぼつ,N1
沈黙,ちんもく,N1
陳列,ちんれつ,N1
追及,ついきゅう,N1
追跡,ついせき,N1
追放,ついほう,N1
費やす,ついやす,N1
墜落,ついらく,N1
痛感,つうかん,N1
通常,つうじょう,N1
痛切,つうせつ,N1
杖,つえ,N1
使い道,つかいみち,N1
仕える,つかえる,N1
司る,つかさどる,N1
つかの間,つかのま,N1
月並,つきなみ,N1
継目,つぎめ,N1
尽きる,つきる,N1
尽くす,つくす,N1
つくづく,つくづく,N1
作り,つくり,N1
造り,つくり,N1
繕う,つくろう,N1
付け加える,つけくわえる,N1
告げる,つげる,N1
つじつま ,つじつま ,N1
筒,つつ,N1
突く,つつく,N1
突っ突く,つっつく,N1
謹む,つつしむ,N1
突っ張る,つっぱる,N1
務まる,つとまる,N1
勤め先,つとめさき,N1
努めて,つとめて,N1
津波,つなみ,N1
つねる,つねる,N1
角,つの,N1
募る,つのる,N1
唾,つば,N1
呟く,つぶやく,N1
つぶら,つぶら,N1
つぶる ,つぶる ,N1
壷,つぼ,N1
蕾,つぼみ,N1
連なる,つらなる,N1
貫く,つらぬく,N1
連ねる,つらねる,N1
釣り鐘,つりがね,N1
吊り革,つりかわ,N1
手当,てあて,N1
定義,ていぎ,N1
提供,ていきょう,N1
提携,ていけい,N1
体裁,ていさい,N1
提示,ていじ,N1
ティシュペーパー,ティシュペーパー,N1
定食,ていしょく,N1
訂正,ていせい,N1
停滞,ていたい,N1
邸宅,ていたく,N1
定年,ていねん,N1
堤防,ていぼう,N1
手遅れ,ておくれ,N1
でかい,でかい,N1
手掛かり,てがかり,N1
手掛ける,てがける,N1
手数,てかず,N1
手軽,てがる,N1
適応,てきおう,N1
適宜,てきぎ,N1
適性,てきせい,N1
できもの,できもの,N1
手際,てぎわ,N1
出くわす,でくわす,N1
手順,てじゅん,N1
手錠,てじょう,N1
手数,てすう,N1
デコレーション,デコレーション,N1
手近,てぢか,N1
てっきり,てっきり,N1
鉄鋼,てっこう,N1
デッサン,デッサン,N1
徹する,てっする,N1
てっぺん,てっぺん,N1
鉄棒,てつぼう,N1
出直し,でなおし,N1
掌,てのひら,N1
手配,てはい,N1
手筈,てはず,N1
手引,てびき,N1
手本,てほん,N1
手回し,てまわし,N1
手元,てもと,N1
デモンストレーション,デモンストレーション,N1
照り返す,てりかえす,N1
テレックス,テレックス,N1
手分け,てわけ,N1
天,てん,N1
田園,でんえん,N1
天下,てんか,N1
転回,てんかい,N1
連休,れんきゅう,N1
レンジ,レンジ,N1
連日,れんじつ,N1
連帯,れんたい,N1
